Data,Zamkniecie
2014-09-09,16.361
2014-09-10,16.509
2014-09-11,16.657
2014-09-12,16.371
2014-09-15,16.46
2014-09-16,16.647000000000002
2014-09-17,16.755
2014-09-18,16.499000000000002
2014-09-19,16.519000000000002
2014-09-22,16.489
2014-09-23,16.371
2014-09-24,16.351
2014-09-25,16.371
2014-09-26,16.351
2014-09-29,16.351
2014-09-30,16.351
2014-10-01,16.351
2014-10-02,16.391
2014-10-03,16.46
2014-10-06,16.706
2014-10-07,16.726
2014-10-08,16.499000000000002
2014-10-09,16.617
2014-10-10,16.164
2014-10-13,15.918
2014-10-14,15.474
2014-10-15,15.238
2014-10-16,15.335999999999999
2014-10-17,15.918
2014-10-20,16.026
2014-10-21,16.223
2014-10-22,16.184
2014-10-23,16.262999999999998
2014-10-24,16.410999999999998
2014-10-27,16.46
2014-10-28,16.44
2014-10-29,16.43
2014-10-30,16.410999999999998
2014-10-31,16.46
2014-11-03,16.401
2014-11-04,16.598
2014-11-05,16.489
2014-11-06,16.706
2014-11-07,16.332
2014-11-10,16.213
2014-11-12,16.154
2014-11-13,16.046
2014-11-14,16.204
2014-11-17,16.243
2014-11-18,16.657
2014-11-19,17.475
2014-11-20,17.445
2014-11-21,17.692
2014-11-24,17.730999999999998
2014-11-25,17.721
2014-11-26,17.593
2014-11-27,17.248
2014-11-28,17.278
2014-12-01,17.169
2014-12-02,17.721
2014-12-03,17.613
2014-12-04,17.14
2014-12-05,17.15
2014-12-08,17.051
2014-12-09,16.342
2014-12-10,16.558
2014-12-11,15.918
2014-12-12,15.77
2014-12-15,15.987
2014-12-16,15.987
2014-12-17,15.967
2014-12-18,16.302
2014-12-19,15.957
2014-12-22,15.918
2014-12-23,16.135
2014-12-29,16.125
2014-12-30,16.46
2015-01-02,16.558
2015-01-05,16.381
2015-01-07,16.598
2015-01-08,16.578
2015-01-09,16.608
2015-01-12,16.677
2015-01-13,16.567999999999998
2015-01-14,16.45
2015-01-15,15.967
2015-01-16,15.77
2015-01-19,15.76
2015-01-20,15.622
2015-01-21,15.809000000000001
2015-01-22,16.066
2015-01-23,16.066
2015-01-26,16.035999999999998
2015-01-27,15.987
2015-01-28,15.77
2015-01-29,15.819
2015-01-30,15.967
2015-02-02,15.77
2015-02-03,15.819
2015-02-04,15.819
2015-02-05,15.77
2015-02-06,16.174
2015-02-09,15.927999999999999
2015-02-10,15.967
2015-02-11,16.066
2015-02-12,15.819
2015-02-13,16.046
2015-02-16,16.262999999999998
2015-02-17,16.342
2015-02-18,16.322
2015-02-19,16.322
2015-02-20,16.184
2015-02-23,16.361
2015-02-24,16.509
2015-02-25,16.854
2015-02-26,17.051
2015-02-27,17.396
2015-03-02,17.8
2015-03-03,17.919
2015-03-04,17.79
2015-03-05,18.086
2015-03-06,18.53
2015-03-09,18.362000000000002
2015-03-10,18.608
2015-03-11,18.234
2015-03-12,18.283
2015-03-13,18.244
2015-03-16,18.599
2015-03-17,18.410999999999998
2015-03-18,18.283
2015-03-19,18.262999999999998
2015-03-20,18.055999999999997
2015-03-23,18.963
2015-03-24,19.317999999999998
2015-03-25,18.973
2015-03-26,18.924
2015-03-27,18.914
2015-03-30,19.417
2015-03-31,19.397000000000002
2015-04-01,20.097
2015-04-02,20.599
2015-04-07,20.994
2015-04-08,20.974
2015-04-09,20.796999999999997
2015-04-10,20.304000000000002
2015-04-13,20.846
2015-04-14,20.905
2015-04-15,20.855999999999998
2015-04-16,21.033
2015-04-17,20.934
2015-04-20,20.885
2015-04-21,20.688000000000002
2015-04-22,20.787
2015-04-23,20.156
2015-04-24,19.712
2015-04-27,19.476
2015-04-28,20.352999999999998
2015-04-29,20.185
2015-04-30,20.392
2015-05-04,20.698
2015-05-05,20.452
2015-05-06,20.352999999999998
2015-05-07,20.156
2015-05-08,20.442
2015-05-11,21.693
2015-05-12,22.906
2015-05-13,24.531999999999996
2015-05-14,24.138
2015-05-15,24.345
2015-05-18,24.64
2015-05-19,23.063000000000002
2015-05-20,23.29
2015-05-21,23.635
2015-05-22,23.428
2015-05-25,23.063000000000002
2015-05-26,23.162
2015-05-27,23.230999999999998
2015-05-28,23.428
2015-05-29,23.891
2015-06-01,23.32
2015-06-02,22.521
2015-06-03,21.891
2015-06-05,20.915
2015-06-08,20.028
2015-06-09,24.128
2015-06-10,23.103
2015-06-11,22.344
2015-06-12,22.236
2015-06-15,22.985
2015-06-16,23.645
2015-06-17,23.359
2015-06-18,23.753
2015-06-19,23.359
2015-06-22,23.537
2015-06-23,23.555999999999997
2015-06-24,23.506999999999998
2015-06-25,24.148000000000003
2015-06-26,24.049
2015-06-29,23.162
2015-06-30,23.438000000000002
2015-07-01,23.96
2015-07-02,24.148000000000003
2015-07-03,24.148000000000003
2015-07-06,23.95
2015-07-07,23.389
2015-07-08,23.675
2015-07-09,24.197
2015-07-10,25.133000000000003
2015-07-13,25.625999999999998
2015-07-14,25.429000000000002
2015-07-15,25.744
2015-07-16,26.305999999999997
2015-07-17,26.296
2015-07-20,26.119
2015-07-21,25.38
2015-07-22,25.557
2015-07-23,25.921999999999997
2015-07-24,25.872
2015-07-27,25.774
2015-07-28,25.596
2015-07-29,25.566999999999997
2015-07-30,25.636
2015-07-31,26.119
2015-08-03,26.305999999999997
2015-08-04,26.906999999999996
2015-08-05,27.045
2015-08-06,26.474
2015-08-07,26.71
2015-08-10,27.045
2015-08-11,27.154
2015-08-12,27.154
2015-08-13,27.340999999999998
2015-08-14,27.291999999999998
2015-08-17,26.769000000000002
2015-08-18,26.474
2015-08-19,26.906999999999996
2015-08-20,26.660999999999998
2015-08-21,26.601999999999997
2015-08-24,24.443
2015-08-25,26.119
2015-08-26,25.625999999999998
2015-08-27,24.838
2015-08-28,23.024
2015-08-31,23.95
2015-09-01,23.930999999999997
2015-09-02,24.295
2015-09-03,25.182
2015-09-04,25.311
2015-09-07,24.473000000000003
2015-09-08,25.084
2015-09-09,24.570999999999998
2015-09-10,24.246
2015-09-11,24.384
2015-09-14,24.611
2015-09-15,24.522
2015-09-16,25.212
2015-09-17,25.764
2015-09-18,25.488000000000003
2015-09-21,25.853
2015-09-22,25.921999999999997
2015-09-23,25.881999999999998
2015-09-24,26.02
2015-09-25,26.415
2015-09-28,25.892
2015-09-29,25.971
2015-09-30,26.543000000000003
2015-10-01,25.912
2015-10-02,26.217
2015-10-05,26.119
2015-10-06,26.888
2015-10-07,25.526999999999997
2015-10-08,26.178
2015-10-09,26.424
2015-10-12,26.71
2015-10-13,26.533
2015-10-14,26.355
2015-10-15,26.612
2015-10-16,26.651
2015-10-19,26.276999999999997
2015-10-20,26.305999999999997
2015-10-21,26.415
2015-10-22,26.415
2015-10-23,26.168000000000003
2015-10-26,26.601999999999997
2015-10-27,26.503
2015-10-28,26.572
2015-10-29,26.267
2015-10-30,26.217
2015-11-02,26.513
2015-11-03,26.592
2015-11-04,26.553
2015-11-05,26.267
2015-11-06,26.168000000000003
2015-11-09,26.178
2015-11-10,25.912
2015-11-12,23.97
2015-11-13,22.156999999999996
2015-11-16,22.669
2015-11-17,23.359
2015-11-18,22.669
2015-11-19,22.383000000000003
2015-11-20,22.176
2015-11-23,21.388
2015-11-24,21.023000000000003
2015-11-25,22.441999999999997
2015-11-26,22.462
2015-11-27,22.916
2015-11-30,22.265
2015-12-01,22.570999999999998
2015-12-02,22.669
2015-12-03,22.127
2015-12-04,22.482
2015-12-07,22.471999999999998
2015-12-08,22.423000000000002
2015-12-09,22.176
2015-12-10,22.226
2015-12-11,22.078000000000003
2015-12-14,21.979
2015-12-15,22.441999999999997
2015-12-16,22.275
2015-12-17,22.423000000000002
2015-12-18,22.275
2015-12-21,23.487
2015-12-22,22.985
2015-12-23,22.816999999999997
2015-12-28,22.482
2015-12-29,22.423000000000002
2015-12-30,21.831
2016-01-04,21.654
2016-01-05,22.136999999999997
2016-01-07,20.994
2016-01-08,20.352999999999998
2016-01-11,20.304000000000002
2016-01-12,21.703000000000003
2016-01-13,21.436999999999998
2016-01-14,22.176
2016-01-15,21.339000000000002
2016-01-18,21.092
2016-01-19,21.141
2016-01-20,20.649
2016-01-21,20.609
2016-01-22,20.944000000000003
2016-01-25,22.215999999999998
2016-01-26,22.709
2016-01-27,22.709
2016-01-28,22.866
2016-01-29,22.758000000000003
2016-02-01,22.758000000000003
2016-02-02,22.521
2016-02-03,22.324
2016-02-04,22.176
2016-02-05,22.186
2016-02-08,21.871
2016-02-09,21.684
2016-02-10,21.891
2016-02-11,21.289
2016-02-12,21.201
2016-02-15,21.299
2016-02-16,20.905
2016-02-17,21.496
2016-02-18,21.822
2016-02-19,21.979
2016-02-22,22.807
2016-02-23,22.787
2016-02-24,22.471999999999998
2016-02-25,22.078000000000003
2016-02-26,22.669
2016-02-29,22.669
2016-03-01,22.669
2016-03-02,22.816999999999997
2016-03-03,23.655
2016-03-04,24.404
2016-03-07,24.177
2016-03-08,23.694000000000003
2016-03-09,23.655
2016-03-10,24.541999999999998
2016-03-11,24.493000000000002
2016-03-14,23.842
2016-03-15,23.851999999999997
2016-03-16,24.079
2016-03-17,24.493000000000002
2016-03-18,24.621
2016-03-21,24.581
2016-03-22,24.531999999999996
2016-03-23,24.345
2016-03-24,24.621
2016-03-29,25.133000000000003
2016-03-30,25.625999999999998
2016-03-31,25.33
2016-04-01,24.985
2016-04-04,25.813000000000002
2016-04-05,25.478
2016-04-06,25.32
2016-04-07,25.488000000000003
2016-04-08,25.625999999999998
2016-04-11,25.518
2016-04-12,24.926
2016-04-13,25.232
2016-04-14,25.498
2016-04-15,25.478
2016-04-18,25.576999999999998
2016-04-19,25.625999999999998
2016-04-20,25.616
2016-04-21,25.419
2016-04-22,25.566999999999997
2016-04-25,25.518
2016-04-26,25.084
2016-04-27,24.995
2016-04-28,25.301
2016-04-29,25.084
2016-05-02,24.936
2016-05-04,24.798000000000002
2016-05-05,24.236
2016-05-06,24.0
2016-05-09,24.148000000000003
2016-05-10,24.64
2016-05-11,25.232
2016-05-12,25.232
2016-05-13,25.32
2016-05-16,26.316
2016-05-17,26.000999999999998
2016-05-18,26.651
2016-05-19,26.336
2016-05-20,26.148000000000003
2016-05-23,26.581999999999997
2016-05-24,26.296
2016-05-25,26.71
2016-05-27,27.351
2016-05-30,26.208000000000002
2016-05-31,26.454
2016-06-01,25.921999999999997
2016-06-02,26.276999999999997
2016-06-03,26.168000000000003
2016-06-06,26.809
2016-06-07,27.39
2016-06-08,27.006
2016-06-09,27.291999999999998
2016-06-10,26.906999999999996
2016-06-13,26.405
2016-06-14,25.526999999999997
2016-06-15,26.474
2016-06-16,26.02
2016-06-17,26.316
2016-06-20,26.129
2016-06-21,26.405
2016-06-22,26.553
2016-06-23,27.095
2016-06-24,26.533
2016-06-27,25.921999999999997
2016-06-28,26.523000000000003
2016-06-29,26.809
2016-06-30,27.006
2016-07-01,27.055
2016-07-04,26.986
2016-07-05,27.006
2016-07-06,27.213
2016-07-07,28.09
2016-07-08,28.000999999999998
2016-07-11,28.287
2016-07-12,29.076
2016-07-13,28.583000000000002
2016-07-14,28.76
2016-07-15,30.554000000000002
2016-07-18,31.244
2016-07-19,31.351999999999997
2016-07-20,32.131
2016-07-21,32.525
2016-07-22,32.545
2016-07-25,32.751999999999995
2016-07-26,32.673
2016-07-27,32.762
2016-07-28,33.215
2016-07-29,34.299
2016-08-01,33.708
2016-08-02,33.510999999999996
2016-08-03,33.067
2016-08-04,31.993000000000002
2016-08-05,32.082
2016-08-08,33.018
2016-08-09,33.57
2016-08-10,33.846
2016-08-11,34.23
2016-08-12,34.911
2016-08-16,34.753
2016-08-17,34.842
2016-08-18,35.413000000000004
2016-08-19,35.798
2016-08-22,37.306
2016-08-23,37.196999999999996
2016-08-24,36.468
2016-08-25,38.153
2016-08-26,40.312
2016-08-29,41.662
2016-08-30,41.001999999999995
2016-08-31,41.888999999999996
2016-09-01,40.705999999999996
2016-09-02,42.175
2016-09-05,42.88399999999999
2016-09-06,43.456
2016-09-07,42.57899999999999
2016-09-08,41.248000000000005
2016-09-09,41.888999999999996
2016-09-12,39.671
2016-09-13,41.751000000000005
2016-09-14,41.327
2016-09-15,40.016
2016-09-16,40.903
2016-09-19,41.001999999999995
2016-09-20,41.396
2016-09-21,40.805
2016-09-22,39.977
2016-09-23,38.635999999999996
2016-09-26,38.36
2016-09-27,38.695
2016-09-28,38.528
2016-09-29,39.168
2016-09-30,39.287
2016-10-03,40.115
2016-10-04,39.08
2016-10-05,39.03
2016-10-06,38.124
2016-10-07,38.439
2016-10-10,38.931999999999995
2016-10-11,38.931999999999995
2016-10-12,39.08
2016-10-13,38.35
2016-10-14,39.04
2016-10-17,39.03
2016-10-18,39.178000000000004
2016-10-19,38.942
2016-10-20,39.198
2016-10-21,39.385
2016-10-24,39.03
2016-10-25,39.03
2016-10-26,38.439
2016-10-27,39.415
2016-10-28,38.981
2016-10-31,39.306
2016-11-02,39.129
2016-11-03,39.178000000000004
2016-11-04,38.981
2016-11-07,39.021
2016-11-08,39.03
2016-11-09,39.001
2016-11-10,38.981
2016-11-14,38.981
2016-11-15,39.405
2016-11-16,39.149
2016-11-17,39.05
2016-11-18,39.425
2016-11-21,39.563
2016-11-22,42.598
2016-11-23,42.598
2016-11-24,47.97
2016-11-25,48.285
2016-11-28,47.901
2016-11-29,47.556000000000004
2016-11-30,47.023999999999994
2016-12-01,49.527
2016-12-02,50.917
2016-12-05,52.908
2016-12-06,51.853
2016-12-07,50.365
2016-12-08,51.518
2016-12-09,50.769
2016-12-12,51.055
2016-12-13,51.558
2016-12-14,51.745
2016-12-15,52.218
2016-12-16,50.917
2016-12-19,49.773999999999994
2016-12-20,50.473
2016-12-21,51.251999999999995
2016-12-22,50.828
2016-12-23,51.558
2016-12-27,51.251999999999995
2016-12-28,51.893
2016-12-29,51.567
2016-12-30,51.449
2017-01-02,51.626999999999995
2017-01-03,51.4
2017-01-04,51.163000000000004
2017-01-05,51.449
2017-01-09,51.931999999999995
2017-01-10,52.238
2017-01-11,53.667
2017-01-12,54.06100000000001
2017-01-13,53.135
2017-01-16,54.199
2017-01-17,54.367
2017-01-18,54.278
2017-01-19,55.42100000000001
2017-01-20,57.599
2017-01-23,58.299
2017-01-24,58.644
2017-01-25,58.772
2017-01-26,58.653999999999996
2017-01-27,58.398
2017-01-30,58.151
2017-01-31,57.806000000000004
2017-02-01,58.151
2017-02-02,58.151
2017-02-03,57.925
2017-02-06,58.841
2017-02-07,60.911
2017-02-08,62.586999999999996
2017-02-09,63.76
2017-02-10,65.70100000000001
2017-02-13,68.441
2017-02-14,68.303
2017-02-15,68.5
2017-02-16,68.5
2017-02-17,68.205
2017-02-20,68.895
2017-02-21,73.16199999999999
2017-02-22,71.556
2017-02-23,73.271
2017-02-24,69.979
2017-02-27,71.16199999999999
2017-02-28,69.437
2017-03-01,73.03399999999999
2017-03-02,72.62
2017-03-03,71.95
2017-03-06,70.077
2017-03-07,72.21600000000001
2017-03-08,72.127
2017-03-09,71.457
2017-03-10,72.127
2017-03-13,71.95
2017-03-14,73.03399999999999
2017-03-15,72.916
2017-03-16,74.907
2017-03-17,75.892
2017-03-20,75.39
2017-03-21,75.183
2017-03-22,72.837
2017-03-23,74.67
2017-03-24,74.611
2017-03-27,73.03399999999999
2017-03-28,72.14699999999999
2017-03-29,71.566
2017-03-30,73.428
2017-03-31,73.133
2017-04-03,72.719
2017-04-04,72.63
2017-04-05,72.24600000000001
2017-04-06,71.211
2017-04-07,70.964
2017-04-10,67.919
2017-04-11,65.445
2017-04-12,65.297
2017-04-13,63.868
2017-04-18,65.543
2017-04-19,69.042
2017-04-20,67.623
2017-04-21,65.75
2017-04-24,65.79
2017-04-25,64.854
2017-04-26,64.164
2017-04-27,66.47
2017-04-28,66.815
2017-05-02,68.008
2017-05-04,66.657
2017-05-05,66.44
2017-05-08,65.543
2017-05-09,65.051
2017-05-10,67.751
2017-05-11,67.032
2017-05-12,66.332
2017-05-15,66.135
2017-05-16,65.376
2017-05-17,64.656
2017-05-18,64.558
2017-05-19,65.238
2017-05-22,67.90899999999999
2017-05-23,68.008
2017-05-24,70.462
2017-05-25,72.5414
2017-05-26,71.95
2017-05-29,74.5
2017-05-30,77.6
2017-05-31,78.93
2017-06-01,82.0
2017-06-02,82.0
2017-06-05,80.0
2017-06-06,80.0
2017-06-07,80.2
2017-06-08,81.69
2017-06-09,82.22
2017-06-12,81.7
2017-06-13,83.99
2017-06-14,81.74
2017-06-16,82.6
2017-06-19,83.99
2017-06-20,83.37
2017-06-21,82.96
2017-06-22,82.5
2017-06-23,83.62
2017-06-26,86.0
2017-06-27,86.0
2017-06-28,85.5
2017-06-29,86.0
2017-06-30,86.04
2017-07-03,85.31
2017-07-04,83.63
2017-07-05,82.7
2017-07-06,81.5
2017-07-07,79.7
2017-07-10,81.4
2017-07-11,81.03
2017-07-12,82.79
2017-07-13,83.4
2017-07-14,81.85
2017-07-17,81.91
2017-07-18,82.5
2017-07-19,83.2
2017-07-20,86.49
2017-07-21,87.0
2017-07-24,87.0
2017-07-25,87.2
2017-07-26,87.28
2017-07-27,87.39
2017-07-28,86.78
2017-07-31,86.5
2017-08-01,87.2
2017-08-02,86.69
2017-08-03,85.65
2017-08-04,85.32
2017-08-07,85.7
2017-08-08,84.81
2017-08-09,84.2
2017-08-10,84.84
2017-08-11,84.0
2017-08-14,84.61
2017-08-16,87.0
2017-08-17,86.8
2017-08-18,86.5
2017-08-21,86.5
2017-08-22,85.06
2017-08-23,84.71
2017-08-24,84.8
2017-08-25,84.9
2017-08-28,84.4
2017-08-29,80.52
2017-08-30,81.01
2017-08-31,83.4
2017-09-01,84.2
2017-09-04,85.55
2017-09-05,83.8
2017-09-06,82.01
2017-09-07,90.01
2017-09-08,94.65
2017-09-11,100.0
2017-09-12,104.6
2017-09-13,107.0
2017-09-14,106.6
2017-09-15,103.9
2017-09-18,106.0
2017-09-19,109.5
2017-09-20,113.9
2017-09-21,112.0
2017-09-22,114.0
2017-09-25,113.15
2017-09-26,111.05
2017-09-27,112.15
2017-09-28,114.8
2017-09-29,116.25
2017-10-02,114.55
2017-10-03,115.0
2017-10-04,113.55
2017-10-05,113.9
2017-10-06,115.7
2017-10-09,115.95
2017-10-10,115.85
2017-10-11,119.0
2017-10-12,117.0
2017-10-13,117.8
2017-10-16,117.95
2017-10-17,114.5
2017-10-18,111.5
2017-10-19,111.75
2017-10-20,112.5
2017-10-23,113.3
2017-10-24,113.4
2017-10-25,113.8
2017-10-26,117.8
2017-10-27,118.5
2017-10-30,117.95
2017-10-31,120.6
2017-11-02,120.0
2017-11-03,119.2
2017-11-06,121.0
2017-11-07,124.5
2017-11-08,126.25
2017-11-09,125.2
2017-11-10,124.9
2017-11-13,114.75
2017-11-14,107.4
2017-11-15,107.0
2017-11-16,110.0
2017-11-17,111.3
2017-11-20,113.5
2017-11-21,112.45
2017-11-22,106.0
2017-11-23,104.8
2017-11-24,105.0
2017-11-27,107.1
2017-11-28,104.5
2017-11-29,98.0
2017-11-30,101.5
2017-12-01,96.8
2017-12-04,96.35
2017-12-05,99.56
2017-12-06,97.99
2017-12-07,95.92
2017-12-08,94.0
2017-12-11,89.5
2017-12-12,91.67
2017-12-13,97.09
2017-12-14,95.35
2017-12-15,96.5
2017-12-18,95.95
2017-12-19,99.9
2017-12-20,99.55
2017-12-21,100.35
2017-12-22,100.15
2017-12-27,102.0
2017-12-28,99.0
2017-12-29,97.0
2018-01-03,98.0
2018-01-04,98.0
2018-01-05,99.0
2018-01-08,100.7
2018-01-09,100.0
2018-01-10,98.15
2018-01-11,104.2
2018-01-12,107.0
2018-01-15,105.8
2018-01-16,111.1
2018-01-17,119.0
2018-01-18,119.7
2018-01-19,121.3
2018-01-22,119.3
2018-01-23,118.3
2018-01-24,116.5
2018-01-25,112.0
2018-01-26,114.8
2018-01-29,115.8
2018-01-30,114.0
2018-01-31,116.0
2018-02-01,115.0
2018-02-02,113.4
2018-02-05,109.5
2018-02-06,106.0
2018-02-07,111.3
2018-02-08,111.0
2018-02-09,106.2
2018-02-12,106.7
2018-02-13,109.1
2018-02-14,108.9
2018-02-15,108.9
2018-02-16,110.8
2018-02-19,109.0
2018-02-20,109.0
2018-02-21,109.5
2018-02-22,109.7
2018-02-23,108.6
2018-02-26,106.9
2018-02-27,107.6
2018-02-28,107.0
2018-03-01,104.8
2018-03-02,105.9
2018-03-05,106.0
2018-03-06,103.6
2018-03-07,109.8
2018-03-08,108.2
2018-03-09,109.5
2018-03-12,114.5
2018-03-13,114.3
2018-03-14,114.6
2018-03-15,113.5
2018-03-16,109.2
2018-03-19,109.3
2018-03-20,109.8
2018-03-21,112.9
2018-03-22,112.0
2018-03-23,111.0
2018-03-26,109.0
2018-03-27,112.9
2018-03-28,109.2
2018-03-29,109.4
2018-04-03,109.6
2018-04-04,111.5
2018-04-05,114.9
2018-04-06,120.4
2018-04-09,123.3
2018-04-10,125.0
2018-04-11,124.7
2018-04-12,123.7
2018-04-13,122.1
2018-04-16,119.3
2018-04-17,120.0
2018-04-18,121.5
2018-04-19,119.9
2018-04-20,119.5
2018-04-23,120.2
2018-04-24,118.2
2018-04-25,115.7
2018-04-26,115.6
2018-04-27,116.0
2018-04-30,124.8
2018-05-02,124.8
2018-05-04,124.9
2018-05-07,128.0
2018-05-08,137.0
2018-05-09,144.9
2018-05-10,144.9
2018-05-11,145.0
2018-05-14,139.0
2018-05-15,139.8
2018-05-16,145.0
2018-05-17,139.0
2018-05-18,140.0
2018-05-21,147.0
2018-05-22,146.5
2018-05-23,144.6
2018-05-24,144.7
2018-05-25,144.7
2018-05-28,145.0
2018-05-29,143.7
2018-05-30,147.2
2018-06-01,149.5
2018-06-04,157.6
2018-06-05,157.0
2018-06-06,152.6
2018-06-07,153.0
2018-06-08,150.2
2018-06-11,143.8
2018-06-12,150.2
2018-06-13,155.3
2018-06-14,164.7
2018-06-15,168.0
2018-06-18,172.0
2018-06-19,165.2
2018-06-20,165.8
2018-06-21,164.1
2018-06-22,166.3
2018-06-25,165.8
2018-06-26,165.7
2018-06-27,164.9
2018-06-28,157.5
2018-06-29,161.8
2018-07-02,161.1
2018-07-03,162.8
2018-07-04,167.2
2018-07-05,179.0
2018-07-06,176.7
2018-07-09,175.8
2018-07-10,178.0
2018-07-11,178.6
2018-07-12,184.8
2018-07-13,192.0
2018-07-16,197.4
2018-07-17,201.2
2018-07-18,209.8
2018-07-19,203.0
2018-07-20,204.6
2018-07-23,203.6
2018-07-24,208.0
2018-07-25,210.2
2018-07-26,214.4
2018-07-27,217.6
2018-07-30,214.6
2018-07-31,197.5
2018-08-01,205.0
2018-08-02,195.4
2018-08-03,197.0
2018-08-06,198.7
2018-08-07,205.6
2018-08-08,214.8
2018-08-09,214.4
2018-08-10,203.0
2018-08-13,210.6
2018-08-14,213.0
2018-08-16,206.6
2018-08-17,203.2
2018-08-20,210.0
2018-08-21,213.0
2018-08-22,206.2
2018-08-23,209.0
2018-08-24,206.4
2018-08-27,212.0
2018-08-28,219.2
2018-08-29,219.8
2018-08-30,210.4
2018-08-31,206.0
2018-09-03,201.8
2018-09-04,194.5
2018-09-05,184.7
2018-09-06,182.4
2018-09-07,173.5
2018-09-10,179.7
2018-09-11,182.6
2018-09-12,178.2
2018-09-13,180.2
2018-09-14,182.0
2018-09-17,181.2
2018-09-18,189.5
2018-09-19,189.9
2018-09-20,189.7
2018-09-21,193.7
2018-09-24,187.4
2018-09-25,186.8
2018-09-26,187.1
2018-09-27,192.4
2018-09-28,187.3
2018-10-01,192.9
2018-10-02,190.0
2018-10-03,193.0
2018-10-04,180.3
2018-10-05,182.3
2018-10-08,163.1
2018-10-09,164.0
2018-10-10,155.5
2018-10-11,152.0
2018-10-12,163.0
2018-10-15,158.6
2018-10-16,165.0
2018-10-17,164.5
2018-10-18,155.0
2018-10-19,157.0
2018-10-22,157.0
2018-10-23,144.3
2018-10-24,143.3
2018-10-25,151.0
2018-10-26,142.9
2018-10-29,148.2
2018-10-30,152.4
2018-10-31,158.3
2018-11-02,164.3
2018-11-05,162.1
2018-11-06,163.3
2018-11-07,165.2
2018-11-08,156.0
2018-11-09,149.8
2018-11-13,146.5
2018-11-14,146.5
2018-11-15,138.0
2018-11-16,132.4
2018-11-19,134.0
2018-11-20,129.0
2018-11-21,137.5
2018-11-22,139.0
2018-11-23,140.2
2018-11-26,138.9
2018-11-27,134.8
2018-11-28,138.0
2018-11-29,141.0
2018-11-30,142.2
2018-12-03,154.0
2018-12-04,154.1
2018-12-05,148.4
2018-12-06,143.7
2018-12-07,144.0
2018-12-10,140.2
2018-12-11,140.4
2018-12-12,141.8
2018-12-13,144.0
2018-12-14,143.6
2018-12-17,139.0
2018-12-18,142.6
2018-12-19,153.0
2018-12-20,149.8
2018-12-21,151.0
2018-12-27,147.5
2018-12-28,145.6
2019-01-02,151.0
2019-01-03,148.0
2019-01-04,150.7
2019-01-07,153.7
2019-01-08,153.6
2019-01-09,165.0
2019-01-10,171.0
2019-01-11,165.1
2019-01-14,159.5
2019-01-15,162.3
2019-01-16,166.6
2019-01-17,171.1
2019-01-18,173.9
2019-01-21,172.8
2019-01-22,174.1
2019-01-23,194.6
2019-01-24,190.0
2019-01-25,189.8
2019-01-28,187.6
2019-01-29,190.1
2019-01-30,195.1
2019-01-31,190.0
2019-02-01,190.0
2019-02-04,190.7
2019-02-05,191.6
2019-02-06,182.5
2019-02-07,178.0
2019-02-08,178.3
2019-02-11,183.7
2019-02-12,177.1
2019-02-13,177.1
2019-02-14,178.2
2019-02-15,182.5
2019-02-18,181.0
2019-02-19,177.6
2019-02-20,182.6
2019-02-21,180.0
2019-02-22,178.3
2019-02-25,182.0
2019-02-26,185.7
2019-02-27,189.5
2019-02-28,190.1
2019-03-01,193.0
2019-03-04,189.4
2019-03-05,187.6
2019-03-06,188.0
2019-03-07,185.4
2019-03-08,183.0
2019-03-11,181.9
2019-03-12,179.9
2019-03-13,184.0
2019-03-14,183.6
2019-03-15,186.1
2019-03-18,188.4
2019-03-19,188.3
2019-03-20,186.1
2019-03-21,185.3
2019-03-22,185.9
2019-03-25,184.5
2019-03-26,185.8
2019-03-27,195.9
2019-03-28,201.2
2019-03-29,200.0
2019-04-01,204.0
2019-04-02,212.7
2019-04-03,219.9
2019-04-04,207.0
2019-04-05,204.0
2019-04-08,204.2
2019-04-09,203.3
2019-04-10,207.9
2019-04-11,213.3
2019-04-12,208.5
2019-04-15,212.5
2019-04-16,207.7
2019-04-17,201.0
2019-04-18,202.0
2019-04-23,207.0
2019-04-24,211.2
2019-04-25,209.9
2019-04-26,211.6
2019-04-29,212.5
2019-04-30,214.9
2019-05-02,212.8
2019-05-06,209.8
2019-05-07,210.1
2019-05-08,215.0
2019-05-09,214.3
2019-05-10,212.1
